Campaign name,Ad Group Name,Ad Name,Date,Cost,CPC (Destination),CPM,Impression,Clicks (Destination),CTR (Destination),Conversions,CPA,Currency
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-10-23,5779,1926,11722,493,3,0.61,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-10-24,13041,4347,20634,632,3,0.47,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-10-25,19884,2840,27016,736,7,0.95,1,19884,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-10-26,21300,4260,21215,1004,5,0.5,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-10-27,7734,7734,10216,757,1,0.13,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-10-28,11694,2923,19393,603,4,0.66,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-10-29,16322,2331,15724,1038,7,0.67,1,16322,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-10-30,9751,3250,10762,906,3,0.33,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-10-31,20683,5170,12991,1592,4,0.25,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-01,15493,3873,16155,959,4,0.42,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-02,41614,3467,60661,686,12,1.75,2,20807,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-03,280403,14020,167604,1673,20,1.2,5,56080,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-04,86812,5425,36323,2390,16,0.67,1,86812,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-05,83208,5547,32439,2565,15,0.58,1,83208,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-06,79633,5308,23203,3432,15,0.44,1,79633,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-07,21864,2733,12194,1793,8,0.45,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-08,56971,9495,21911,2600,6,0.23,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-09,66900,7433,28455,2351,9,0.38,1,66900,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-10,84414,5275,22255,3793,16,0.42,7,12059,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-11,162008,6750,48418,3346,24,0.72,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-12,189493,9973,56312,3365,19,0.56,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-13,67421,5618,21248,3173,12,0.38,2,33710,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-14,125353,10446,56338,2225,12,0.54,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-15,64552,2806,18240,3539,23,0.65,3,21517,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-16,133529,3179,16118,8284,42,0.51,5,26705,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-17,146158,6354,15843,9225,23,0.25,1,146158,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-18,97188,5716,17767,5470,17,0.31,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-19,114312,4082,18070,6326,28,0.44,2,57156,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-20,197809,6380,33958,5825,31,0.53,4,49452,IDR
